89384 4
375589763 188883067 882043779
570225012 181962375 896490941
427861430 643298894 81379609
196229680 481556720 618133681
485303567 81575362 190657059
215812259 803420576 321385941
461539529 510105910 181836786
855132251 904583413 275133396
651269017 59128195 604854188
732228009 805359275 47429311
921111075 687403054 539321289
103073450 436410346 767427403
598888695 517789955 337652414
80445414 135923635 618030196
14537127 179097046 814259875
817957702 500482986 152079793
328063612 534836123 367892052
85163376 809969518 829431580
996807922 267340058 537080183
802167196 314769368 188349199
342086601 706607008 773093559
778496947 474034410 546720986
148803253 664203176 502310787
284726887 282233371 101199481
463823932 949009597 34161246
816823270 101089389 48698373
351659392 468981440 866656074
14145262 150929372 47236037
134001671 688009554 132399412
448771038 728875104 129207333
7894397 501968662 783890881
481928806 48689647 978493833
146131981 403516785 609507131
280881703 504716265 758310383
82407651 538877511 43037270
183497040 587575883 359377553
504994831 306748308 28717174
655924202 353984345 380376566
196450107 486383756 247038179
925325210 468107441 381039849
279810224 104514673 829810886
181016222 83008505 837705282
584533007 545031988 172150439
941765623 303342370 170798772
333159485 198895991 304196826
920735367 410789896 386604477
80000027 439507069 570101516
433984371 819883634 75096346
920368126 66921812 583536900
240991918 300478012 632503358
198022942 130288897 410344920
133547799 820510530 690155143
678579786 845177321 723687716
981922155 15976092 160737074
33334498 172689269 102502697
444124393 559293745 435662181
883631461 129395260 208913900
556031447 57007958 288913926
475469610 493061209 722898296
775947622 125564566 495782773
758752870 388425837 589291043
431779752 78580979 787313984
129473424 654785047 920861782
145449515 815522120 599441567
170655135 918024816 433880074
729948880 206203349 319730923
711860491 267633600 763855315
621384800 556547525 500003127
114446008 131962172 908550925
92526926 480261296 236536887
333469114 69552338 12484508
264566445 856866322 623753729
919351491 630244455 908049832
734873610 82202374 37523255
505414778 516082447 35489121
564134478 835813369 206144256
831768077 452185035 936093135
240831953 804704513 500469977
372794124 713255438 121854777
853055419 949792324 88817136
775124109 814793183 33860413
484506782 291063263 367329527
114751236 51629447 631895971
196953609 89152701 403763813
565552407 124641822 138637422
253882127 183302429 496568551
706067161 971911915 60703028
363288026 472381891 744987456
76543463 446753019 985819408
878852138 535570155 211129883
546161672 421946919 64185302
689741286 789276445 691825762
741370732 273688767 176332543
830523433 677452579 143600130
807681606 668606353 340553739
843500386 17691255 906106145
815412300 930910635 12504624
140310542 675898090 718571784
587063561 514233850 81859809
975150067 725363732 10919623
397096985 642065385 742288112
38889782 333891146 140966135
165094900 362740040 830707421
842547479 506340170 424594504
363670183 846893908 107634288
233877789 605516404 915315893
164788423 618021027 611332630
693202865 189109163 279261281
207436714 123485323 419571823
932800445 986921298 859151735
427382182 581725761 834301801
761273327 722691896 83915137
124013367 405915668 122804918
482869888 830510171 140416170
182280147 938144459 982963648
787796550 705976703 199150182
258333929 169825685 433027970
299959443 449086965 450332745
423444765 868658787 143535609
262882414 580326873 203488674
844608175 267145025 136289118
419816422 351060162 416187651
825732089 326381431 29977330
508758611 466797600 6507048
299419421 302277599 489376935
857912476 353944132 671657081
27738160 786972102 311969982
476825124 89821198 570303910
198000263 233356806 870263352
778327135 436845479 146224469
45472160 425650948 409106882
249048673 841838599 106231408
427946455 871815928 526047829
894744055 878322975 204296269
49538005 220216261 713054880
403482137 891873341 864990652
42970590 203843322 722903127
132791787 626663584 603157638
218664944 349443287 79982762
655510422 495667755 130499376
933677721 757290989 761342862
628032671 863522396 659331373
352364950 389570225 908380045
83204276 593866493 188842852
303420536 159437724 83586906
195293876 24428376 985641262
251653550 599847854 241639750
878317133 55521844 284610339
227760419 135504605 269918477
575944526 118520332 488583420
333235514 879863193 144093841
49274261 391710918 930287914
438844485 152607314 558320584
885227330 341450165 910685534
44665053 277553422 993889809
921609780 263194684 149826697
373973986 504834433 345120572
429495829 641961124 596774121
417516785 911879600 327607605
388553468 400463020 555368024
120933012 397073212 131312549
512643929 179877477 317064414
665251243 738198061 366338674
6701407 501399946 657699511
284254829 347806106 542926840
399965864 497632802 440108244
904800296 695269726 214234376
399277771 144560198 440724713
311157371 472167803 870220541
564136742 27535826 140253677
961209953 11364726 528807144
141087430 180945491 649740155
731801842 399800516 14900436
85718139 57500026 680151678
286040596 452943217 686853084
783673398 893051461 823624264
331459475 959802188 223590127
476019672 400526900 980906775
948187474 123263792 380184545
828239651 116033820 543858267
692120728 644840963 107995008
873066218 147097469 921721313
125383086 161997904 915325094
182883111 842149581 499643287
635826328 381519017 585361425
381394140 57659632 871402020
193712679 281249759 507591769
594239578 114672885 839051243
570019721 494857429 167587267
686053540 38715696 115774740
183410854 999227055 944014391
330508322 920948367 488651470
345022578 688789812 214234040
39688510 188433098 339617125
421207526 626310874 522500235
478867158 350229246 10842914
612633268 857821014 244753405
727306152 549388609 438466083
74679932 716975875 32705660
113395627 685266966 455241732
965139034 481797708 141295271
738603752 970449178 324706124
427393564 184683217 507730798
468343013 524300341 852753375
94653887 899316927 892441884
444883132 910159841 166165762
155220497 7429597 645032919
557125457 445895680 110182538
126617683 331117691 837488689
811884649 786359423 912168620
293682356 927654693 878080599
116647885 104877169 843219632
301331101 612607966 434339735
678147793 317877692 861733298
577464720 210319575 182592663
340140912 376485336 277246549
347570508 874034606 574646032
793466187 984217143 729866528
124583878 821705831 139508337
763459652 586390803 266126019
543630696 464471401 78010667
648507864 160207384 224209375
113632181 594547118 340857259
431509872 308796768 642188360
494345799 491389430 172852504
870831134 621152330 750317223
597382092 195798361 942974486
581599234 778181240 143061346
255821417 917689576 936527532
842212219 183815595 913627761
159199971 114342613 529603764
171923706 338551987 73234460
766470823 679409246 574258675
927783942 174113957 687890856
271689723 346966460 971917079
892842052 97283683 466262877
88640412 892774520 189610363
719338004 35835865 786992454
637027579 824879749 221108039
673359525 591023861 329445807
787702138 120627625 24174377
126254124 46378436 183374347
805663369 620637110 355298052
979777325 161044317 974285227
179260137 132961396 902069168
129060171 451740624 26275243
21834690 641350986 919117294
57670555 280859791 860274058
735066655 354484182 579612061
326090515 683929988 69155991
299234491 708104365 742515516
345612926 891478711 382734005
966250036 99293115 508988128
127294352 73578341 167167849
112772099 828163860 999461525
564512723 854439102 178721661
58380060 626072748 307781831
339239851 486346805 182132873
693724032 918475217 92319779
230170371 987631207 827386433
938274735 582663074 5993299
682269798 965397078 305227790
781562912 326901558 650840715
707657604 346585758 617090750
388337815 346047282 596901454
95293269 377285295 709673552
721366016 685067125 274186274
60229172 867199997 332566334
978704388 959519775 524322536
818851946 639422559 70562919
254031372 645415858 300733289
71944801 950643647 239008024
251362710 601484361 921277821
597948467 71091463 555357084
943995749 667992916 115531039
173797395 230182819 356385205
858864519 504369093 451678473
578580868 689451778 25560840
390616994 213774313 85790011
30039553 284337231 917010750
527971762 585070519 588379048
478615408 676594894 694926771
932616120 450389066 766871571
3707582 5746149 18234281
524216849 973793539 468699099
754399668 330178744 265211199
111285112 634373568 439008593
800736889 659934408 150389464
867027553 598240770 728970331
3881135 367767872 972103676
588951653 808663271 854659580
118062899 503590041 382631341
568451964 122977963 713763100
426714465 993728595 646379220
400508003 462427694 502603153
583203098 727638892 879336354
217576666 19163837 486252373
730027425 169553300 597537484
180784546 898523630 250790724
548552417 723143657 117818276
209732039 577803237 121699410
713322079 812950929 563167414
688816394 526714029 681230312
682544988 25609600 102198628
997489033 380729104 528913092
577644277 260065457 929421094
596808113 746317829 365140544
766361412 196371664 582717209
517401393 299678739 165260985
240545049 270013366 346045530
670864637 244229127 894597947
483815566 807396541 104329985
863045946 341143204 670168416
888655545 443341831 211501161
121901000 972254922 894046148
381966457 754192368 744051533
980800637 119332911 321695809
29688653 554566471 918503921
329367391 719827455 537381684
599380757 65872984 54783076
843609883 812987282 147844476
503522775 769833619 818709113
844665979 292518386 155041030
140524161 504019546 18086975
965295435 250582045 759258871
572004154 994633577 881159870
543853416 168845737 115642678
98419886 939866009 96443315
670763692 477247692 126131967
589153027 384547119 455499357
254656661 532391595 54880113
877006631 351100707 751006348
22041368 506141736 254529122
526060913 376745062 951711452
629159309 136003932 92235613
476309238 17163801 910047399
645154974 132806479 482051552
437537335 81766145 25904967
914785026 60414463 976841204
151848497 515913819 500121247
684240091 423310284 941790625
35340797 26832983 48963637
393998884 281362104 925970267
770743945 85589908 948011634
759264228 30341872 326588898
628944380 940389270 955748207
614267210 274957173 432057444
696033354 153378491 929728769
756447816 130219694 367266103
124877987 482857292 134567481
400704622 277164268 286415977
427537604 326127905 970656067
708899707 252098171 858513215
794489614 52626157 105028450
824831485 379215054 728288746
617737106 334963260 487552973
892694278 619537055 116497352
